age,income,employment_years,num_credit_accounts,total_debt,debt_to_income_ratio,payment_history_score,num_late_payments,credit_utilization,num_hard_inquiries,loan_amount,loan_term_months,savings_balance,education_level,employment_status,creditworthy,education_encoded,employment_encoded,income_per_debt,savings_to_income_ratio,payment_reliability,credit_age_score
23,60946.19,20,2,25852.31,0.4242,333,3,0.8716,6,5701.52,48,2559.63,Bachelor,Employed,0,0,0,2.3574,0.042,0.85,40
33,36537.35,24,7,37758.81,1.0334,685,0,0.0338,7,1000.0,24,10615.68,High School,Self-Employed,1,1,1,0.9676,0.2905,1.0,168
48,65076.37,0,14,9621.03,0.1478,548,0,0.4043,9,28495.46,36,12004.3,Bachelor,Employed,0,0,0,6.7633,0.1845,1.0,0
69,72356.94,5,14,34938.4,0.4829,410,6,0.7847,2,22202.24,12,6846.18,Bachelor,Employed,0,0,0,2.0709,0.0946,0.7,70
45,47438.28,22,1,22394.12,0.4721,393,8,0.8149,2,20209.77,12,11267.68,Bachelor,Employed,0,0,0,2.1182,0.2375,0.6,22
53,43097.96,22,7,46490.75,1.0787,709,0,0.9273,1,8926.77,24,6244.9,High School,Employed,0,1,0,0.927,0.1449,1.0,154
58,30750.46,22,8,61790.75,2.0094,478,15,0.7028,0,19276.77,48,12025.96,Master,Employed,0,2,0,0.4976,0.3911,0.25,176
26,84159.1,31,2,43074.96,0.5118,346,17,0.2452,9,7956.4,24,13475.61,High School,Self-Employed,0,1,1,1.9537,0.1601,0.15,62
64,44686.72,29,9,27207.78,0.6089,675,14,0.5057,5,17048.57,36,13391.77,Bachelor,Employed,1,0,0,1.6424,0.2997,0.3,261
65,51025.22,12,1,54815.06,1.0743,501,5,0.0323,5,5794.17,12,8707.07,Master,Employed,0,2,0,0.9308,0.1706,0.75,12
52,61003.11,17,13,29052.17,0.4762,744,1,0.6469,9,30162.88,60,1760.19,Bachelor,Self-Employed,1,0,1,2.0997,0.0289,0.95,221
65,60644.15,22,6,6380.81,0.1052,596,8,0.5543,7,1000.0,12,4328.52,High School,Self-Employed,1,1,1,9.5027,0.0714,0.6,132
67,69931.2,14,1,19410.9,0.2776,607,3,0.6668,5,27322.84,36,11570.94,Bachelor,Employed,1,0,0,3.6025,0.1655,0.85,14
41,47413.4,32,3,31425.08,0.6628,792,12,0.9301,5,15389.16,48,22692.87,High School,Employed,0,1,0,1.5087,0.4786,0.4,96
36,32226.64,20,11,32389.31,1.005,637,10,0.6873,0,10105.33,24,5955.68,Bachelor,Employed,0,0,0,0.9949,0.1848,0.5,220
41,28726.69,22,6,3121.03,0.1086,365,12,0.3204,6,16670.03,12,10735.03,High School,Employed,1,1,0,9.2013,0.3737,0.4,132
31,43414.9,26,3,3597.02,0.0829,721,10,0.1987,6,22333.48,12,4663.68,Bachelor,Employed,1,0,0,12.0663,0.1074,0.5,78
57,35962.99,17,8,14880.35,0.4138,839,18,0.8546,9,28667.47,60,2156.2,Bachelor,Unemployed,0,0,2,2.4166,0.06,0.1,136
56,48927.67,23,5,28018.15,0.5726,792,7,0.1943,8,18131.43,24,3942.1,High School,Employed,1,1,0,1.7462,0.0806,0.65,115
55,81151.58,6,2,29938.44,0.3689,616,6,0.1616,6,6093.04,60,0.0,High School,Employed,1,1,0,2.7105,0.0,0.7,12
39,47454.44,19,4,22119.58,0.4661,374,15,0.2066,7,15556.3,60,16120.61,High School,Self-Employed,0,1,1,2.1453,0.3397,0.25,76
40,47446.98,26,9,7483.57,0.1577,358,2,0.5088,3,33167.93,48,0.0,Bachelor,Employed,1,0,0,6.3393,0.0,0.9,234
38,54672.02,5,4,46054.14,0.8424,685,16,0.1242,8,28476.78,12,6417.03,Bachelor,Self-Employed,0,0,1,1.1871,0.1174,0.2,20
67,46887.5,26,10,3919.13,0.0836,314,17,0.9381,0,24087.63,24,931.23,Bachelor,Employed,0,0,0,11.9607,0.0199,0.15,260
61,53652.18,8,10,39535.11,0.7369,530,14,0.9663,7,22956.87,48,2693.72,Master,Employed,0,2,0,1.357,0.0502,0.3,80
69,65817.38,30,8,31082.35,0.4723,498,16,0.9738,2,21994.5,48,16259.14,High School,Self-Employed,1,1,1,2.1174,0.247,0.2,240
34,72695.02,20,5,39204.98,0.5393,653,10,0.0391,0,26587.55,48,9206.4,PhD,Employed,1,3,0,1.8542,0.1266,0.5,100
35,75064.26,25,11,13333.5,0.1776,334,4,0.9462,1,10433.71,36,2207.62,High School,Self-Employed,0,1,1,5.6293,0.0294,0.8,275
51,96137.04,12,11,17860.19,0.1858,461,15,0.9974,5,1449.14,36,4462.9,High School,Employed,0,1,0,5.3825,0.0464,0.25,132
21,66387.19,22,10,20825.64,0.3137,770,14,0.9424,4,15690.04,48,3407.11,Bachelor,Self-Employed,1,0,1,3.1876,0.0513,0.3,220
23,99689.58,19,13,12854.03,0.1289,830,9,0.6709,2,6824.18,36,7738.73,Master,Employed,1,2,0,7.7549,0.0776,0.55,247
36,39470.36,27,13,23378.88,0.5923,722,13,0.7012,8,4449.79,24,9037.35,Bachelor,Employed,0,0,0,1.6882,0.229,0.35,351
43,96825.7,16,14,43686.34,0.4512,647,1,0.1223,7,7797.21,12,19373.45,Bachelor,Employed,1,0,0,2.2163,0.2001,0.95,224
31,47392.48,27,1,547.49,0.0116,446,15,0.8743,2,39853.14,24,0.0,Master,Employed,0,2,0,86.4054,0.0,0.25,27
32,49359.62,1,7,10141.82,0.2055,673,18,0.0596,1,16361.25,12,7791.13,Master,Employed,1,2,0,4.8665,0.1578,0.1,7
30,52602.55,24,3,8513.82,0.1619,715,7,0.3177,7,18619.08,36,6106.59,High School,Employed,1,1,0,6.1778,0.1161,0.65,72
52,50627.59,5,10,18583.73,0.3671,793,14,0.9912,4,2776.37,24,13679.29,Master,Employed,0,2,0,2.7241,0.2702,0.3,50
36,56716.81,10,8,17967.11,0.3168,555,9,0.4223,8,1000.0,60,10128.91,Master,Employed,0,2,0,3.1565,0.1786,0.55,80
28,43399.44,5,14,31584.72,0.7278,402,4,0.1312,0,6809.47,48,11542.17,Bachelor,Self-Employed,0,0,1,1.374,0.266,0.8,70
58,71599.24,10,12,20505.85,0.2864,420,19,0.9693,9,29381.96,12,10070.52,Master,Employed,0,2,0,3.4915,0.1407,0.05,120
32,43943.3,13,3,24543.25,0.5585,718,15,0.9841,2,18342.75,12,2408.05,PhD,Employed,0,3,0,1.7904,0.0548,0.25,39
44,68112.21,1,1,25976.72,0.3814,649,11,0.187,4,20985.95,60,15267.59,Bachelor,Employed,1,0,0,2.6219,0.2242,0.45,1
48,85554.47,2,5,23681.06,0.2768,341,12,0.8648,1,22385.66,60,12791.03,High School,Employed,0,1,0,3.6126,0.1495,0.4,10
28,47857.95,34,2,30549.7,0.6383,666,8,0.3904,2,9086.51,48,13493.18,Bachelor,Unemployed,1,0,2,1.5665,0.2819,0.6,68
48,70887.67,32,11,18165.15,0.2563,328,16,0.3814,3,28879.66,36,15584.3,High School,Employed,1,1,0,3.9022,0.2198,0.2,352
56,66183.19,23,4,44695.53,0.6753,313,19,0.2627,3,8671.92,24,10506.05,High School,Employed,0,1,0,1.4807,0.1587,0.05,92
46,100057.74,18,1,58124.3,0.5809,784,11,0.0447,8,29062.32,24,16885.95,Bachelor,Employed,1,0,0,1.7214,0.1688,0.45,18
28,44903.39,17,9,30593.46,0.6813,488,4,0.268,0,19423.02,24,10265.84,High School,Self-Employed,0,1,1,1.4677,0.2286,0.8,153
48,70901.43,23,6,23419.87,0.3303,594,11,0.0538,8,1000.0,36,6685.65,Bachelor,Employed,1,0,0,3.0273,0.0943,0.45,138
48,22479.78,34,8,29368.73,1.3065,482,0,0.9244,8,7519.91,48,7960.38,Master,Self-Employed,0,2,1,0.7654,0.3541,1.0,272
57,45082.83,0,11,3484.5,0.0773,847,19,0.6617,5,1000.0,24,7856.94,Bachelor,Employed,1,0,0,12.9344,0.1743,0.05,0
61,62067.86,24,4,22701.58,0.3658,336,15,0.8866,0,26632.82,12,4883.65,Master,Self-Employed,0,2,1,2.734,0.0787,0.25,96
56,82863.2,33,9,9030.13,0.109,313,11,0.7173,5,14752.65,12,17791.33,High School,Employed,0,1,0,9.1753,0.2147,0.45,297
47,30481.33,24,2,27649.65,0.9071,458,8,0.1313,7,1000.0,12,9777.77,Master,Unemployed,0,2,2,1.1024,0.3208,0.6,48
37,70721.81,15,9,9104.61,0.1287,793,12,0.9406,4,18757.47,60,8568.43,Master,Employed,0,2,0,7.7668,0.1212,0.4,135
29,53735.53,33,12,14828.34,0.276,628,16,0.8999,4,9628.36,60,10329.65,High School,Employed,0,1,0,3.6236,0.1922,0.2,396
53,24569.45,28,5,0.0,0.0,382,16,0.3481,0,1000.0,36,25879.13,High School,Self-Employed,1,1,1,24569.45,1.0533,0.2,140
40,58631.74,18,13,2401.31,0.041,321,3,0.1115,0,31779.66,24,1209.65,High School,Employed,1,1,0,24.4064,0.0206,0.85,234
33,89183.22,22,6,25323.11,0.2839,431,13,0.7042,7,16072.86,60,2929.77,Master,Employed,0,2,0,3.5217,0.0329,0.35,132
48,32591.55,18,3,6967.31,0.2138,764,18,0.7284,4,12065.69,12,0.0,Master,Unemployed,1,2,2,4.6771,0.0,0.1,54
68,52801.25,24,4,35956.61,0.681,755,6,0.8968,7,11005.75,60,6604.4,High School,Employed,0,1,0,1.4684,0.1251,0.7,96
49,35267.22,15,6,5691.66,0.1614,601,2,0.0527,9,1000.0,12,9473.11,Bachelor,Employed,1,0,0,6.1952,0.2686,0.9,90
33,45628.34,8,7,26798.82,0.5873,566,0,0.1417,1,1954.51,24,5208.06,High School,Employed,1,1,0,1.7026,0.1141,1.0,56
66,83643.4,0,1,8571.87,0.1025,694,11,0.5982,3,27849.17,36,4761.64,Bachelor,Employed,0,0,0,9.7568,0.0569,0.45,0
55,49569.51,18,7,25782.05,0.5201,419,14,0.6191,9,10261.17,48,8854.43,PhD,Self-Employed,0,3,1,1.9226,0.1786,0.3,126
26,83031.31,32,1,0.0,0.0,545,10,0.0336,8,15220.68,48,4987.35,High School,Employed,1,1,0,83031.31,0.0601,0.5,32
38,77181.08,33,5,13202.26,0.1711,337,9,0.3969,2,1000.0,12,9861.05,PhD,Employed,0,3,0,5.8456,0.1278,0.55,165
25,47745.24,15,6,7306.8,0.153,544,1,0.5842,5,1819.08,60,14685.41,Master,Employed,1,2,0,6.5335,0.3076,0.95,90
67,44948.01,17,13,33248.49,0.7397,320,3,0.7379,6,21098.13,60,12062.18,PhD,Employed,0,3,0,1.3518,0.2684,0.85,221
45,37080.02,33,2,26933.94,0.7264,409,16,0.3162,2,18777.12,12,13286.08,High School,Unemployed,0,1,2,1.3767,0.3583,0.2,66
22,36382.38,24,13,1511.36,0.0415,693,16,0.4839,0,32533.75,24,14515.51,High School,Self-Employed,1,1,1,24.0567,0.399,0.2,312
30,62064.15,5,10,16952.29,0.2731,709,7,0.8141,1,28429.56,12,9696.97,High School,Employed,1,1,0,3.6609,0.1562,0.65,50
50,54604.29,20,9,8415.23,0.1541,307,13,0.9539,9,12692.89,24,7048.15,Bachelor,Employed,0,0,0,6.488,0.1291,0.35,180
65,42527.89,5,14,34253.86,0.8054,743,3,0.2303,6,19729.54,36,3366.48,Bachelor,Unemployed,0,0,2,1.2415,0.0792,0.85,70
25,24024.74,31,10,39072.86,1.6264,627,5,0.253,6,11833.97,36,5652.93,High School,Employed,1,1,0,0.6149,0.2353,0.75,310
53,57123.58,30,6,0.0,0.0,589,18,0.9398,0,35548.1,12,4857.89,Master,Employed,1,2,0,57123.58,0.085,0.1,180
21,45608.96,9,7,32400.54,0.7104,810,3,0.3959,9,26490.15,36,12390.03,High School,Employed,0,1,0,1.4076,0.2717,0.85,63
38,51094.05,29,14,7650.56,0.1497,660,2,0.7183,6,16696.85,60,10080.7,High School,Employed,1,1,0,6.6776,0.1973,0.9,406
52,61093.24,17,10,16206.25,0.2653,518,19,0.6123,9,17003.95,24,12180.55,Bachelor,Self-Employed,0,0,1,3.7695,0.1994,0.05,170
67,15000.0,23,8,20483.81,1.3656,705,5,0.2856,5,29448.5,48,1037.98,High School,Employed,1,1,0,0.7322,0.0692,0.75,184
69,24334.51,8,11,47249.09,1.9416,519,6,0.6536,5,20795.78,48,16590.5,High School,Unemployed,0,1,2,0.515,0.6818,0.7,88
31,100928.86,30,13,4942.25,0.049,406,13,0.6556,6,30586.28,36,5438.12,Bachelor,Employed,1,0,0,20.4175,0.0539,0.35,390
41,44867.79,14,10,32521.25,0.7248,585,11,0.5924,6,1000.0,24,1399.9,Master,Employed,0,2,0,1.3796,0.0312,0.45,140
46,15000.0,3,1,2427.43,0.1618,307,15,0.0997,0,19612.28,60,5364.69,Master,Unemployed,0,2,2,6.1768,0.3576,0.25,3
45,26001.2,8,14,1391.1,0.0535,488,19,0.9952,9,9845.65,48,22902.6,Bachelor,Self-Employed,0,0,1,18.6777,0.8808,0.05,112
42,104689.35,8,8,20426.95,0.1951,380,7,0.4004,4,32563.78,60,5673.7,Bachelor,Self-Employed,0,0,1,5.1248,0.0542,0.65,64
47,40940.05,25,4,20325.94,0.4965,407,1,0.6383,7,30463.99,60,6049.42,Bachelor,Employed,0,0,0,2.0141,0.1478,0.95,100
69,78180.3,3,10,0.0,0.0,620,12,0.8858,7,15328.36,48,6847.37,High School,Self-Employed,0,1,1,78180.3,0.0876,0.4,30
33,57422.36,16,8,37393.94,0.6512,645,7,0.4233,2,30356.31,48,7108.28,Bachelor,Employed,0,0,0,1.5356,0.1238,0.65,128
53,45300.66,15,13,0.0,0.0,627,19,0.7739,2,32831.15,36,3311.14,Bachelor,Employed,0,0,0,45300.66,0.0731,0.05,195
54,70508.91,14,6,17810.94,0.2526,601,15,0.9718,6,15744.07,24,8859.28,Bachelor,Employed,0,0,0,3.9585,0.1256,0.25,84
61,15000.0,34,11,39914.23,2.6609,499,3,0.3589,3,39719.34,12,14453.57,Bachelor,Employed,0,0,0,0.3758,0.9636,0.85,374
55,26177.35,4,9,53137.76,2.0299,718,15,0.4053,5,14686.59,24,9885.74,Bachelor,Self-Employed,0,0,1,0.4926,0.3776,0.25,36
21,45152.98,4,11,14554.25,0.3223,338,19,0.9056,8,12854.79,12,1333.01,Bachelor,Employed,0,0,0,3.1022,0.0295,0.05,44
41,28141.91,19,4,0.0,0.0,606,5,0.1596,9,23658.73,48,5933.92,Master,Employed,1,2,0,28141.91,0.2109,0.75,76
68,43384.44,14,2,39358.22,0.9072,303,3,0.0286,1,11462.09,60,4690.84,High School,Employed,0,1,0,1.1023,0.1081,0.85,28
26,72074.26,17,14,32977.35,0.4575,376,15,0.9089,1,15853.4,24,8317.64,Master,Employed,0,2,0,2.1855,0.1154,0.25,238
48,57642.73,1,2,12665.12,0.2197,767,12,0.8216,5,29094.34,60,15982.71,High School,Employed,0,1,0,4.5509,0.2773,0.4,2
37,81612.34,28,5,10763.94,0.1319,478,4,0.9726,2,15192.19,24,7106.7,High School,Employed,0,1,0,7.5813,0.0871,0.8,140
25,58907.51,12,10,9239.12,0.1568,575,14,0.0582,0,1000.0,24,7471.07,Bachelor,Employed,1,0,0,6.3752,0.1268,0.3,120
51,74849.22,3,9,14831.2,0.1981,451,7,0.1562,1,18673.19,60,18665.87,Bachelor,Employed,1,0,0,5.0464,0.2494,0.65,27
25,53718.59,9,12,24741.02,0.4606,463,6,0.1053,6,8037.06,36,13257.24,Master,Unemployed,1,2,2,2.1711,0.2468,0.7,108
58,43194.49,30,3,11509.78,0.2665,589,13,0.6834,3,23652.71,48,11444.49,Bachelor,Employed,1,0,0,3.7525,0.265,0.35,90
23,84611.36,7,8,13406.3,0.1584,677,6,0.606,1,21961.9,36,19748.79,Bachelor,Employed,0,0,0,6.3108,0.2334,0.7,56
43,40812.99,2,4,29619.19,0.7257,609,6,0.3593,7,29714.0,36,10938.87,High School,Self-Employed,0,1,1,1.3779,0.268,0.7,8
57,61876.9,8,6,0.0,0.0,688,17,0.0574,3,24075.32,24,0.0,High School,Employed,1,1,0,61876.9,0.0,0.15,48
57,70377.95,29,10,14360.96,0.2041,482,9,0.6397,3,25902.44,48,12995.99,Bachelor,Unemployed,1,0,2,4.9003,0.1847,0.55,290
30,71829.85,10,6,0.0,0.0,605,17,0.5701,1,8309.03,24,0.0,Bachelor,Employed,1,0,0,71829.85,0.0,0.15,60
30,31691.15,34,3,21626.19,0.6824,371,13,0.1129,0,23039.86,12,10712.03,Bachelor,Self-Employed,1,0,1,1.4653,0.338,0.35,102
39,76039.01,12,14,0.0,0.0,518,9,0.9089,0,34684.51,24,0.0,Bachelor,Employed,1,0,0,76039.01,0.0,0.55,168
37,35420.9,12,5,33350.15,0.9415,472,6,0.1989,2,8113.5,60,5198.87,PhD,Employed,0,3,0,1.0621,0.1468,0.7,60
41,71214.07,11,12,280.44,0.0039,571,6,0.7435,5,32997.38,24,5817.29,Bachelor,Employed,0,0,0,253.0346,0.0817,0.7,132
34,65703.47,9,3,0.0,0.0,767,6,0.8851,6,9506.5,12,3379.29,PhD,Employed,1,3,0,65703.47,0.0514,0.7,27
29,71372.61,8,11,14545.8,0.2038,568,4,0.5795,8,6480.29,24,5906.89,High School,Self-Employed,0,1,1,4.9064,0.0828,0.8,88
66,30899.93,6,11,45666.61,1.4779,319,0,0.2468,4,17962.0,12,14195.37,High School,Employed,0,1,0,0.6766,0.4594,1.0,66
21,66758.59,1,1,30667.89,0.4594,802,13,0.3092,8,22159.1,48,3716.28,High School,Employed,1,1,0,2.1768,0.0557,0.35,1
65,76711.87,22,7,0.0,0.0,446,17,0.8857,7,24117.5,24,11270.85,High School,Employed,0,1,0,76711.87,0.1469,0.15,154
33,58867.92,20,4,0.0,0.0,728,12,0.2983,0,5382.38,12,2206.1,Bachelor,Self-Employed,1,0,1,58867.92,0.0375,0.4,80
24,38627.67,22,14,14065.99,0.3641,464,7,0.7462,2,19345.4,48,6863.0,Bachelor,Self-Employed,0,0,1,2.746,0.1777,0.65,308
21,73394.95,28,7,53575.3,0.73,609,7,0.9902,7,8144.45,60,9943.04,Bachelor,Employed,0,0,0,1.3699,0.1355,0.65,196
69,57278.39,13,3,5915.69,0.1033,817,9,0.9998,8,1000.0,36,2020.83,Bachelor,Employed,1,0,0,9.6808,0.0353,0.55,39
60,21511.11,25,12,6036.72,0.2806,313,16,0.5335,3,5712.64,12,129.68,PhD,Employed,0,3,0,3.5628,0.006,0.2,300
52,37076.21,4,11,42911.44,1.1574,431,5,0.8266,5,7491.0,60,10951.27,Master,Employed,0,2,0,0.864,0.2954,0.75,44
54,44474.11,30,5,22923.61,0.5154,738,14,0.9902,3,20215.95,48,14738.48,High School,Employed,0,1,0,1.94,0.3314,0.3,150
48,85116.37,24,5,35795.0,0.4205,562,14,0.3747,8,26522.14,60,7525.61,High School,Employed,1,1,0,2.3778,0.0884,0.3,120
51,81603.66,30,13,9093.51,0.1114,524,15,0.2524,1,1000.0,24,5256.12,High School,Unemployed,1,1,2,8.9728,0.0644,0.25,390
28,81539.37,19,2,18475.46,0.2266,557,7,0.1142,5,18519.61,36,8934.05,High School,Self-Employed,1,1,1,4.4131,0.1096,0.65,38
59,59647.21,16,11,39734.48,0.6662,533,18,0.1409,2,3233.02,12,8332.88,Bachelor,Employed,0,0,0,1.5011,0.1397,0.1,176
46,73271.9,1,10,17827.39,0.2433,635,19,0.8536,9,21290.85,48,9457.42,Bachelor,Employed,0,0,0,4.1098,0.1291,0.05,10
54,32184.41,24,12,36845.8,1.1448,708,14,0.5887,3,8772.69,36,0.0,High School,Unemployed,0,1,2,0.8735,0.0,0.3,288
23,55136.06,12,2,25809.01,0.4681,323,2,0.8737,1,4486.71,48,1585.37,Bachelor,Employed,0,0,0,2.1362,0.0288,0.9,24
32,64032.65,27,4,4405.56,0.0688,570,5,0.7895,7,22996.65,60,2928.62,Bachelor,Employed,1,0,0,14.5312,0.0457,0.75,108
21,33502.02,5,4,19755.24,0.5897,394,7,0.6737,9,9130.77,48,8905.21,High School,Unemployed,0,1,2,1.6958,0.2658,0.65,20
64,59198.24,2,4,34720.76,0.5865,441,15,0.6093,7,11840.36,48,9115.27,Bachelor,Employed,0,0,0,1.7049,0.154,0.25,8
25,88732.78,34,6,30041.24,0.3386,380,14,0.0483,0,1000.0,60,11817.08,Master,Employed,0,2,0,2.9536,0.1332,0.3,204
50,66175.4,17,2,19396.21,0.2931,573,12,0.8723,9,24465.51,60,9545.49,Bachelor,Employed,0,0,0,3.4116,0.1442,0.4,34
50,73350.9,10,6,0.0,0.0,575,19,0.4178,5,23209.09,36,195.59,High School,Employed,0,1,0,73350.9,0.0027,0.05,60
37,15000.0,19,7,0.0,0.0,764,14,0.5598,0,15054.58,12,16682.03,High School,Employed,1,1,0,15000.0,1.1121,0.3,133
68,86159.38,4,11,0.0,0.0,507,17,0.022,5,1000.0,60,15631.51,High School,Employed,1,1,0,86159.38,0.1814,0.15,44
67,51277.55,18,10,12343.37,0.2407,595,12,0.9361,6,27093.69,36,450.82,High School,Employed,0,1,0,4.1539,0.0088,0.4,180
43,39626.27,21,3,14343.23,0.362,338,7,0.9027,1,8337.37,48,9996.23,Master,Unemployed,0,2,2,2.7625,0.2523,0.65,63
35,51507.24,18,11,0.0,0.0,587,13,0.5433,8,10466.47,48,4427.45,High School,Employed,1,1,0,51507.24,0.086,0.35,198
57,25299.56,15,12,35337.69,1.3968,423,10,0.5773,7,38120.44,24,8833.18,High School,Employed,0,1,0,0.7159,0.3491,0.5,180
41,75958.84,23,8,1043.46,0.0137,582,5,0.705,8,7963.64,60,14319.86,High School,Employed,1,1,0,72.7255,0.1885,0.75,184
34,48292.09,3,2,0.0,0.0,479,0,0.2647,9,22422.1,36,20780.63,Master,Employed,1,2,0,48292.09,0.4303,1.0,6
22,40227.38,14,11,21323.54,0.5301,396,1,0.2219,3,20620.92,36,12507.67,High School,Self-Employed,0,1,1,1.8864,0.3109,0.95,154
31,51638.9,24,8,34608.58,0.6702,490,12,0.674,3,18901.72,12,9769.61,High School,Employed,0,1,0,1.492,0.1892,0.4,192
59,77360.31,34,13,50822.82,0.657,373,0,0.1044,7,17820.01,36,5961.07,Bachelor,Employed,0,0,0,1.5221,0.0771,1.0,442
58,57629.17,13,11,28738.18,0.4987,746,3,0.4541,0,18763.89,60,9092.81,Bachelor,Employed,1,0,0,2.0052,0.1578,0.85,143
54,26806.12,18,5,43697.45,1.6301,796,1,0.4928,7,17719.41,36,16158.63,High School,Employed,1,1,0,0.6134,0.6028,0.95,90
58,64299.62,6,2,1819.15,0.0283,783,19,0.3813,6,14480.82,24,7731.75,High School,Employed,1,1,0,35.3266,0.1202,0.05,12
54,36420.4,29,7,52396.09,1.4386,415,15,0.1853,6,30112.83,48,2683.32,Master,Employed,0,2,0,0.6951,0.0737,0.25,203
38,15000.0,18,14,0.0,0.0,834,2,0.3553,8,1873.39,48,0.0,PhD,Employed,1,3,0,15000.0,0.0,0.9,252
50,84920.14,24,2,12442.41,0.1465,397,16,0.3376,9,25214.58,36,11078.29,High School,Unemployed,1,1,2,6.8245,0.1305,0.2,48
35,64144.6,15,14,28409.79,0.4429,627,4,0.4993,6,23223.42,36,9483.73,High School,Self-Employed,0,1,1,2.2578,0.1478,0.8,210
47,53434.59,7,6,0.0,0.0,706,7,0.6747,1,21983.99,36,4124.55,High School,Self-Employed,1,1,1,53434.59,0.0772,0.65,42
54,48087.81,17,10,6094.25,0.1267,612,11,0.9682,0,26169.79,36,14156.08,Master,Self-Employed,1,2,1,7.8894,0.2944,0.45,170
58,82941.59,27,3,3711.16,0.0447,447,11,0.1442,0,14074.01,24,5469.34,Bachelor,Self-Employed,1,0,1,22.3432,0.0659,0.45,81
53,116743.1,15,9,15346.68,0.1315,641,0,0.873,6,1000.0,60,7192.14,Master,Unemployed,1,2,2,7.6066,0.0616,1.0,135
44,63975.61,18,3,41323.74,0.6459,794,0,0.2842,4,14277.07,24,7900.02,Bachelor,Employed,1,0,0,1.5481,0.1235,1.0,54
35,34407.31,16,11,20252.38,0.5886,322,14,0.5914,3,5088.06,24,5894.28,Master,Employed,0,2,0,1.6988,0.1713,0.3,176
50,51910.69,12,12,13054.04,0.2515,404,16,0.5467,4,7681.41,24,9415.19,Master,Self-Employed,0,2,1,3.9763,0.1814,0.2,144
62,63611.45,6,12,0.0,0.0,521,1,0.5569,9,2575.8,48,14909.09,Master,Employed,1,2,0,63611.45,0.2344,0.95,72
37,15000.0,26,3,27001.33,1.8001,314,16,0.7234,9,10226.55,24,1145.11,Bachelor,Employed,0,0,0,0.5555,0.0763,0.2,78
25,61689.98,9,5,31850.23,0.5163,377,19,0.3817,5,9033.76,36,10931.12,High School,Employed,0,1,0,1.9368,0.1772,0.05,45
49,63728.5,33,7,0.0,0.0,621,8,0.3191,9,1000.0,24,9032.95,Bachelor,Employed,1,0,0,63728.5,0.1417,0.6,231
24,81526.84,24,14,18995.41,0.233,540,11,0.8528,5,22002.22,36,8922.58,Bachelor,Employed,0,0,0,4.2917,0.1094,0.45,336
30,79442.47,5,8,22895.12,0.2882,317,3,0.2201,0,37203.22,60,13231.07,Bachelor,Employed,0,0,0,3.4697,0.1665,0.85,40
37,57223.44,23,12,34469.03,0.6024,753,12,0.1802,1,21062.37,48,8295.78,High School,Employed,1,1,0,1.6601,0.145,0.4,276
30,85292.74,17,11,9128.47,0.107,742,3,0.0156,2,12970.76,60,10881.38,Bachelor,Self-Employed,1,0,1,9.3426,0.1276,0.85,187
37,95713.57,22,7,6869.59,0.0718,576,6,0.2106,3,14452.54,60,12295.19,Bachelor,Self-Employed,1,0,1,13.9309,0.1285,0.7,154
40,55559.03,5,9,13152.54,0.2367,723,13,0.5185,5,10790.14,48,4973.81,Bachelor,Self-Employed,1,0,1,4.2239,0.0895,0.35,45
44,63363.74,28,5,39266.56,0.6197,775,8,0.5385,8,15900.42,36,9795.1,High School,Self-Employed,1,1,1,1.6136,0.1546,0.6,140
25,19654.05,24,10,35657.68,1.8143,326,0,0.2544,1,14629.92,36,6495.27,Bachelor,Employed,0,0,0,0.5512,0.3305,1.0,240
54,25980.53,16,11,19679.82,0.7575,813,0,0.0723,7,6589.52,36,7203.91,High School,Employed,0,1,0,1.3201,0.2773,1.0,176
26,38236.07,23,3,35296.65,0.9231,763,19,0.7446,8,31828.88,48,6067.63,Master,Employed,0,2,0,1.0832,0.1587,0.05,69
22,46127.63,10,6,0.0,0.0,662,3,0.758,1,1000.0,24,10826.48,Bachelor,Unemployed,1,0,2,46127.63,0.2347,0.85,60
33,33077.54,25,5,31874.81,0.9636,682,0,0.9978,8,22183.32,12,8489.87,High School,Employed,0,1,0,1.0377,0.2567,1.0,125
63,54280.09,33,12,3218.51,0.0593,824,9,0.9,6,13988.02,24,10367.26,High School,Self-Employed,1,1,1,16.8597,0.191,0.55,396
63,46725.82,27,4,46505.37,0.9953,681,1,0.9261,8,34008.32,24,7894.9,Bachelor,Employed,0,0,0,1.0047,0.169,0.95,108
68,76417.9,2,12,4036.33,0.0528,483,14,0.7982,5,18408.65,60,0.0,High School,Unemployed,0,1,2,18.9278,0.0,0.3,24
31,45504.53,10,2,7208.57,0.1584,493,2,0.6155,1,11400.94,12,8188.21,PhD,Employed,1,3,0,6.3117,0.1799,0.9,20
67,15000.0,13,7,28436.36,1.8958,761,8,0.1285,7,12522.93,36,8381.23,Bachelor,Self-Employed,0,0,1,0.5275,0.5587,0.6,91
43,57515.02,25,13,29884.31,0.5196,355,16,0.6223,9,15399.07,24,9455.58,High School,Employed,0,1,0,1.9245,0.1644,0.2,325
36,54716.04,20,5,13305.02,0.2432,529,12,0.056,8,3572.09,48,4437.62,Bachelor,Employed,0,0,0,4.1121,0.0811,0.4,100
51,37759.0,29,4,25571.06,0.6772,788,2,0.8853,7,7331.3,24,827.18,High School,Employed,0,1,0,1.4766,0.0219,0.9,116
